,0
7598,Priešingai apie mokytoją kalbėjo mama Rasa. Jos atžala V.Lukaševičienės vadovaujamą grupę lankė 2017 metais ir esą niekada pedagogės elgesiu nesiskundė.
7599,"„Skųstis asmeniškai mes neturėjom niekada niekuo šita mokytoja, bet mūsų klasėje buvo mokinių tėvų, kurie skundėsi“, – teigė ji."
7600,"Rasos įsitikinimu, pagrindinė mokytojo užduotis – mokyti, o ją V.Lukaševičienė esą „atliko visiškai“."
7601,"Atžalą, kaip pasakojo Rasa, pedagogė dar priešmokyklinėje grupėje išmokė skaityti, rašyti ir skaičiuoti."
7602,"Kad dauguma tėvų jos darbu ir elgesiu patenkinti, 15min teigė ir pati mokytoja. Kartą, anot V.Lukaševičienės, tėvai siekė, kad ji tuos pačius priešmokyklinukus mokytų ir pirmoje klasėje."
7603,"„Jeigu aš būčiau kažkokia teroristė, būčiau pedagogas, kuris netinkamas [darbui] su vaikais, tai ar kartotų tėvai savo kitų vaikų mokytoją tokią, kuri elgiasi netinkamai? Man atrodo nė vienas žmogus nekartotų“, – komentavo ji."
7604,"Nuo 2016 metų su priešmokyklinukais dirbanti V.Lukaševičienė neigė smurtavusi prieš vaiką – priešingai esą prausyklos duris prilaikė tam, kad vaikas nesusižeistų."
7605,"„Atėjo mama. Mergaitė nuklausė, nugirdo, kad mama atėjo, atnešė lietaus drabužėlius. [...] Ir mergaitė išgirdo, sako, mama atėjo. Sakau, neatėjo tavo mama, baigiam darbelį ir eisim rengtis ekskursijai. Na, ir ji sako – aš į tualetą noriu. Gerai, sakau, tada aš tave palydėsiu."
7606,"Aš ją pasiėmiau už rankutės ir palydėjau iki prausyklos durų. [...] Jinai įėjo pro duris į tualetą, aš, aišku, ją prasivedžiau pro rūbinę, kad ji mamos nepastebėtų – užstojau, nes mama tuo momentu kabino drabužėlį rūbinėje į spintelę."
7607,"Kad nepastebėtų prasivedžiau, ir ji įėjo į tualetą, ir aš prausyklos, ne tualeto, duris užvėriau. Ir kai mergaitė susitvarkė, puolė iš įkarščio... Na, žinot, kai vaikas atlėkęs, aš negalėjau tų durų palikti laisvų, nes jisai jas jeigu trauks, tai sau į kaktą duos. Aš tas duris prilaikiau“, – pasakojo pedagogė."
7608,"Ji teigė, negalėjusi durų neprilaikyti, nes vaikas, anot jos, traukdamas duris tikrai būtų susimušęs kaktą."
7609,"Klausiama, kodėl siekė, kad atžala nepastebėtų savo mamos, V.Lukaševičienė tikino nenorėjusi, kad vaikas pravirktų."
7610,"„Taigi ji labai audringai verkia ir reaguoja“, – atsakė ji."
7611,"„Ta mergaitė labai jautri, labai sudėtingai reaguoja į išsiskyrimą su tėvais – ji tokia užjautrinta, – pasakojo pedagogė. – Man labai sunku, kai tas vaikas verkia. Tėvai mane patikino, kad ji tokia yra. Čia iki Naujų metų verks.“"
7612,Ar vaikas tualete klykė?
7613,"„Tėvai teigia, kad labai jau rėkė – suprantu, kad mama teigia. Bet kaip rėkė, jei negirdėjo antram aukšte auklėtoja?“ – svarstė V.Lukaševičienė."
7614,"„Aš tikrai to vaiko tualete neuždariau, čia net nebuvo bausmė“, – patikino ji."
7615,Nušalinta mokytoja šiuo metu sakė atostogaujanti – poilsis esą seniai suplanuotas ir suderintas su mokyklos administracija. Dėl įvykių mokykloje ir kaltinimų smurtu ji teigė kreipusis į darbo ginčų komisiją.
7616,"„Visą šitą laiką nuo 11 dienos aš apkaltina fiziniu smurtu. Tai jeigu aš apkaltinta fiziniu smurtu, tai turi būti medicininiai išrašai“, – dėstė ji, pridurdama, kad yra šokiruota dėl tyrimo ir nušalinimo nuo darbo."
7617,"Jeigu aš apkaltinta fiziniu smurtu, tai turi būti medicininiai išrašai."
7618,"Ji piktinosi, kad neturėjo galimybės susipažinti su skundu, parašyti pasiaiškinimo iškart po įvykio. V.Lukaševičienės įsitikinimu, progimnazijos direktorius R.Remeika – šališkas."
7619,"„Su šituo direktoriumi aš jau susidūriau daugiau kaip tris kartus. Ir kiekvieną kartą labai nemaloniai. Žiūri niekinančiai“, – nurodė ji ir tikino, kad nėra išklausyta, jaučiasi nušalinta neteisėtai."
7620,"Ji leido suprasti, kad iš pareigų savo noru trauktis neketina – esą lauks tyrimo išvadų."
7621,"„Aš esu įsipareigojusi tėvams, nes jie iš tikrųjų norėjo patekti į šitą mokyklėlę ir patekti pas mane“, – teigė pedagogė."
7622,"Klausiama, ar anksčiau buvo nusiskundimų dėl jos elgesio, V.Lukaševičienė pripažino, kad 2016-aisiais skųstasi gąsdinimu."
7623,"„2016 metais buvo tam tikras konfliktas. [...] Radau laiškų, kaip tie tėvai – ten irgi atsirado vienas kažkoks – kur tipo gąsdina šunimi, dar kažkuo, gydytoju gąsdina."
7624,"Suprantate, kalbi su vaikais apie pagalbos specialistus. Jeigu vaikui bloga, ateina gydytojas. Jeigu vaikas daro nusikaltimus, na, tokius, kad pavyzdžiui, sukiša tualetinio popieriaus ritinėlius į klozetus [...]. Pradedi aiškintis, kas padarė. Na, nė vienas nepadarė."
7625,"Tada skaitai pasaką, organizuoji pokalbį, pasakoji apie kinologus, kad yra šuniukai, kad jie va šitaip, ir tada jau apeliuoji į to vaiko [sąžinę], tai gal prisipažinsi, gal mums šuniuko nereikės kviestis. Tai ar čia yra gąsdinimas? Aišku, tas vaikas ir neprisipažino“, – pasakojo pedagogė."
7626,"Po šios istorijos jos darbą, kaip pasakojo pati, stebėjo mokyklos vadovai ir psichologai: „Tyrė mikroklimatą, ir žinoma, visas šitas skundas vėlgi buvo vėjinis.“"
7627,"„Aš esu sau pasidariusi labai paprastą išvadą – mano juodas humoras šiais laikais, šiuolaikinių tėvų, kurie yra mano vaikų amžiaus, yra nesuprantamas. Jie nesupranta to. Žodžiu, [iš] savo žodyno, jeigu pedagoginį darbą toliau nuspręsiu dirbti, turėsiu išmesti visus juodo humoro daigus“, – dėstė V.Lukaševičienė."
7628,"Klausiama, ar vaikus pravardžiuoja, ji atsakė: „Čia tai iš viso nonsensas. Man šitą temą net gėda gvildenti. Čia yra absoliutus nonsensas.“"
7629,"O ar tenka pakelti balsą, pasakyti liepiamąjį žodį?"
7630,"„Šiemet nereikia. Jų septyniolika, jie visi yra fantastiški“, – teigė ji."
7631,"Pedagogė neneigė daranti klaidų, sutiko, kad santykiuose su kai kuriais tėvais gimsta antipatija. Ji taip pat aiškino, kad vaikai – manipuliatoriai, o tėvai jų žodžius esą interpretuoja kaip nori."
7632,"Vaikas eilėraščių neišmoksta, posmelių neatkartoja. O tai ką jis pakartos ką mokytojas sakė?"
7633,"„Tėvai gali interpretuoti kaip nori. Kaip jiems patiems patogu. Jeigu nori rimtų kaltinimų, tai tu juos turi ne iš piršto laužti – ne vaikas sakė-pasakė. Tas vaikas eilėraščių neišmoksta, posmelių neatkartoja. O tai ką jis pakartos ką mokytojas sakė? Tai yra nesąmonė."
7634,"Plius iš konteksto išpešta. Gerai, gąsdina su šunimis. Bet palaukit, apie ką mes kalbėjom?“ – kėlė klausimą V.Lukaševičienė."
7635,"Ar policija pradės ikiteisminį tyrimą dėl jos elgesio, turėtų paaiškėti ketvirtadienį."
7636,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
7637,"59,88 Eur/met."
7638,Jūs gausite:
7639,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
7640,"

Turite dovanų kodą?
"
7641,Nurodytos kainos galioja tik fiziniams asmenims.
7642,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
7643,< Grįžti atgal
7644,< Grįžti atgal
7645,< Grįžti atgal
7646,"Nesi registruotas skaitytojas?
            Registruokis
"
7647,< Grįžti atgal
7648,Esi registruotas skaitytojas? Prisijunk
7649,< Grįžti atgal
7650,=======================================================================
7651,236
7652,=======================================================================
7653,"Kaip paaiškino progimnazijos anglų kalbos mokytoja E.Grubienė, „eTwinning“ – tai Europos mokyklas vienijanti platforma, kurioje mokiniai gali bendrauti ir bendradarbiauti, kurti projektus, jais dalintis ir, trumpai tariant, tapti įdomiausios besimokančios Europos bendruomenės dalimi. Anot jos, programa prasidėjo 2005 metais kaip pagrindinė Europos Komisijos programos „eLearning“ dalis, o nuo 2014 metų įsitvirtino Europos Sąjungos švietimo, mokymo, jaunimo ir sporto programoje „Erasmus+“."
7654,"„Pastaruoju metu prie „eTwinning“ prisijungė mokytojai iš Rytų partnerystės šalių – Armėnijos, Azerbaidžano, Gruzijos, Moldovos ir Ukrainos, bei iš Europos ir Viduržemio jūros šalių partnerystės kraštų – Tuniso, Jordanijos ir Libano“, – pasakojo mokytoja."
7655,"Anglų kalbos mokytoja E.Grubienė prie projekto pirmą kartą prisijungė 2008 metais ir nuo to laiko kartu su mokiniais buvo ne kartą įvertinta Nacionaliniu kokybės ženkleliu bei Europiniu kokybės ženkleliu, o šiemet, įgyvendinus projektą „Visa tiesa apie palmių aliejų“, iškovojo patį svarbiausią – „Europos prizą“. Be to, Marijampolės Petro Armino progimnazija tituluota geriausia 2019 metų Lietuvos „eTwinning“ mokykla."
7656,"Paklausta, kas daugiau kaip prieš dešimtmetį paskatino prisijungti prie programos, E.Grubienė atviravo, kad anglų kalbos įgūdžius norėjosi tobulinti ne tik pamokose, bet ir realiame gyvenime – bendraujant su partneriais iš kitų šalių."
7657,"Šie projektai padeda mokytojui ir mokiniams pasiekti kitą, ne tokį formalų, bendravimo lygį, kai tarsi išnyksta barjeras ir lieka tik noras dirbti kaip komandai."
7658,"„Šie projektai, – svarstė ji, – padeda mokytojui ir mokiniams pasiekti kitą, ne tokį formalų, bendravimo lygį, kai tarsi išnyksta barjeras ir lieka tik noras dirbti kaip komandai. Aišku, visada lavėja kalba, suteikiama galimybė bendrauti gyvai videokonferencijose, išmokstama naudoti daug internetinių įrankių, vaikai sužino apie kitas kultūras, jų vertybes, ugdoma tolerancija, keičiasi požiūris į pasaulį ir mokiniai suvokia, kad mes nesame atskira šalis, bet esame pasaulio dalis, todėl niekada negalime likti abejingi.“"
7659,"Kokią gi tiesą pavyko išsiaiškinti marijampoliečiams? Mokytoja pabrėžė, kad projekto metu mokiniai suprato, kad netvaraus palmių aliejaus gamyba masiškai naikina miškus, gyvūnų natūralias buveines, o kai kurie žmonės praranda savo gyvenamąsias vietas. Be to, darbo vietose išnaudojami ne tik suaugusieji, bet ir eksploatuojami vaikai, kurie tuo metu turėtų lankyti mokyklas."
7660,"Paklausta, kodėl pasirinko būtent šią temą, E.Grubienė paaiškino, kad ją pasiūlė projekto partneriai kataloniečiai. „Šia tema dar nebuvo kurta projektų, – kalbėjo ji, – ir norėjosi, kad mokiniai susipažintų su problema, kuri, nors ir atrodo toli nuo mūsų, vis dėlto liečia kiekvieną.“"
7661,"„Projekto partnerius pažįstame jau seniai. Ispanus – nuo 2008 metų, beje, ir tada mūsų projektas „Songs, Language and Culture“ laimėjo II vietą Europos apdovanojimuose, o su italais dirbame nuo 2014-ųjų, todėl dirbti buvo lengva, nes partneriai yra labai darbštūs ir atsakingi. Žinoma, mokiniai visuomet mėgsta perkelti bendravimą į socialinius tinklus, todėl manau, kad ir dabar, kai kurie tapo feisbuko draugais“, – pridūrė pašnekovė."
7662,"Paprašyta plačiau pristatyti projektą, mokytoja kalbėjo: „Jis susidėjo iš trijų žingsnių: susipažinimo bei savo komandos, mokyklos, miesto, šalies pristatymo. Konferencijos apie palmių aliejų metu mokiniai planavo savo kalbas įvairiomis temomis, pavyzdžiui, darbininkų darbo teisių pažeidimai, gyvūnų buveinių išnykimas, aplinkosaugos problemos, palmių aliejaus nauda ir žala žmonėms, prisiimdami skirtingus vaidmenis: palmių aliejaus plantacijos savininko, darbininko, veterinaro, gyvūnų teisių gynėjo, žurnalisto, politiko, korporacijos savininko, dietologo ar vartotojo. Šioje dalyje, naudodami įvairius internetinius įrankius, mokiniai paruošė konferencijos apie palmių aliejaus industrijos žalą lankstinukus, prezentacijas, videoįrašus."
7663,"Trečias projekto žingsnis vadinosi „Pradėkime veikti“. Jo metu mokiniai žiūrėjo šokiruojančius vaizdo įrašus apie palmių aliejaus žalą aplinkai, susipažino su produktais, kuriuose yra palmių aliejaus. Be to, naudodami išmaniuosius telefonus ir specialią programėlę, tikrino namuose ir parduotuvėse esančių prekių kodus, kad įsitikintų kaip plačiai naudojamas palmių aliejus įvairiuose produktuose. Taip pat jie ieškojo informacijos apie tai, kas daroma mūsų šalyse, kokie yra įstatymai, peticijos ar yra judėjimų dėl palmių aliejaus naudojimo. Galiausiai – turėjo sukurti veiksmų planą imdamiesi vartotojų, piliečių ir savanorių vaidmenų ir turėjo numatyti tikslus, veiksmus, sėkmės kriterijus, laiko trukmę planui įvykdyti, pagalbos priemones.“"
7664,"Šiuos metus „eTwinning“ paskelbė demokratinio dalyvavimo metais, todėl mokiniai šio projekto metu ugdė pilietiškumą, ėmėsi įvairių vaidmenų, išsakė savo nuomonę, ieškojo būdų, kaip įgyvendinti savo planus. „Tikiuosi, – svarstė pašnekovė, – kad nuo šiol jie atkreipia dėmesį į tai, ką vartoja.“"
7665,"„Projektų metu dirbti su vaikais labai paprasta, nes jie yra motyvuoti, noriai dirba internetinėje erdvėje ir įsitraukia į veiklą, laukia susitikimų su projekto partneriais. Šio projekto dalyviai daug užduočių atliko patys namuose ir niekada tuo nesiskundė, aš galėjau jais visiškai pasitikėti“, – atviravo Marijampolės Petro Armino progimnazijos anglų kalbos mokytoja E.Grubienė."
7666,"Mokiniams svarbu žinoti, kad jie gali pasirinkti, kaip atlikti užduotį, nebijoti suklysti, konsultuotis, dirbti komandoje, kai tau gali padėti kiti, kur galų gale vis tiek patirsi sėkmę."
7667,"Paklausta, ką patartų mokytojams, kuriems ne visada sekasi užmegzti sėkmingą ryšį su vaikais, pašnekovė svarstė: „Mokiniams svarbu žinoti, kad jie gali pasirinkti, kaip atlikti užduotį, nebijoti suklysti, konsultuotis, dirbti komandoje, kai tau gali padėti kiti, kur galų gale vis tiek patirsi sėkmę. „eTwinning“ projektai padeda pažinti mokinius, dirbdami neformalioje aplinkoje jie išsipasakoja, nori sužinoti apie mokytoją, santykiai tampa šilti.“"
7668,"E.Grubienės teigimu, žinia apie pergalę tarptautiniame projekte kai kuriuos mokinius nustebino, nes sunku patikėti, kad mokykla iš tokio mažo miesto kaip Marijampolė, pralenkė daugelį kitų Europos mokyklų. Visi labai džiaugiasi, kad sunkus darbas atsipirko su kaupu. „Dirbome tikrai daug, – kalbėjo ji, – o pradėjome beveik nieko nežinodami apie palmių aliejų.“"
7669,"Tiesa, anglų kalbos mokytoja atskleidė, kad nė nesiruošia užmigti ant laurų ir su pačiais mažiausiais, 3–4 klasių mokiniais, vykdo projektą „My Favourite Things“. Anot jos, vaikai ugdys savo kalbinius sugebėjimus ir kompiuterinius įgūdžius kalbėdami ir atlikdami užduotis, susijusias su tuo, ką jie mėgsta labiausiai. Progimnazijos penktokai darbuojasi projekte „Eat right, be bright“, o 6–7 klasių mokiniai – „You’re one in a million“."
7670,"„Penktokams metas susirūpinti savo valgymo įpročiais, todėl projektas apie tai, o su šeštokais ir septintokais tęsiame draugystės ir patyčių temą, akcentuodami tai, kad kiekvienas iš mūsų yra „vienintelis“ pasaulyje, todėl ir priimame jį tokį, koks jis yra, nepamiršdami, kas yra draugystė ir pagalba kitam“, – paaiškino E.Grubienė."
7671,"Tarptautinė „eTwinning“ programa – tai ne vien anglų kalbos tobulinimo įrankis. Marijampolės Petro Armino progimnazijos direktoriaus pavaduotoja Kristina Vėlyvienė pastebėjo, kad tai puiki proga papildyti žinių bagažą ir kompetencijas ne tik vaikams – bet ir mokytojams."
7672,"Tampame atviresni, aktyvesni, ieškome naujovių ir stengiamės jas įgyvendinti."
7673,"„Jiems tai didžiulė patirtis ir būdas tobulėti, – pasakojo ji, – kelti savo kvalifikaciją, ieškoti naujų, patrauklių mokymo būdų.“ Be to, kaip pastebėjo pašnekovė, dalyvavimas programoje padeda keisti mokyklos kultūrą: „Tampame atviresni, aktyvesni, ieškome naujovių ir stengiamės jas įgyvendinti.“"
7674,"K.Vėlyvienė atviravo, kad šiemet iškovotas „Europos prizas“ bei geriausios Lietuvoje „eTwinning“ mokyklos vardas – reikšmingas pasiekimas. „Džiaugiamės, – sakė ji, – kad buvo įvertintas ilgametis mokytojų ir mokinių darbas. Tuo pat metu mes labai gerai suprantame, kad šis įvertinimas mus įpareigoja ir toliau vykdyti projektus, stengtis, kad mokiniai įsitrauktų į šią veiklą.“"
7675,"Paklausta, kas lemia mokyklos sėkmę, direktoriaus pavaduoja pabrėžė, kad jokios paslapties nėra – bendruomenė kruopščiai ir sunkiai dirba. Beje, anot jos, dalyvavimas tarptautinėse programose yra vienas iš prioritetų."
7676,"„Stengiamės palaikyti ir padėti kaip tik įmanoma: mokiniai skatinami kuo aktyviau prisijungti prie šios veiklos, o mokytojai – kelti kvalifikaciją. Taip pat turime techniškai aprūpintus kabinetus, raginame domėtis naujovėmis ir gerąja patirtimi dalintis su kolegomis. „eTwinning“ projektų veikloje kviečiame dalyvauti ir kitus mokytojus. Pavyzdžiui, pernai, kaip ir šiemet, prisijungė ir kita anglų kalbos mokytoja, be to, vyko bendras vokiečių ir lietuvių kalbų projektas“, – įkvepiančiu pavyzdžiu pasidalijo K.Vėlyvienė."
7677,"Lietuvoje programą „eTwinning“ administruoja Švietimo mainų paramos fondas. Ši programa yra Europos Sąjungos švietimo, mokymo, jaunimo ir sporto programos „Erasmus+“, dalis."
7678,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
7679,"59,88 Eur/met."
7680,Jūs gausite:
7681,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
7682,"

Turite dovanų kodą?
"
7683,Nurodytos kainos galioja tik fiziniams asmenims.
7684,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
7685,< Grįžti atgal
7686,< Grįžti atgal
7687,< Grįžti atgal
7688,"Nesi registruotas skaitytojas?
            Registruokis
"
7689,< Grįžti atgal
7690,Esi registruotas skaitytojas? Prisijunk
7691,< Grįžti atgal
7692,=======================================================================
7693,237
7694,=======================================================================
7695,17.15 val. papildyta A.Monkevičiaus komentaru.
7696,"Kiti du galimi variantai – pasirašyti šakos kolektyvinę sutartį arba nei streikuoti, nei ką nors rašytis."
7697,"„Kitas variantas – bandyti per Seimą daryti įtaką, vis tiek biudžetas bus tvirtinamas Seime. [...] Sutartis gali neatsirasti, bet atlyginimai kilti tiesiog Seimo sprendimu“, – žurnalistams komentavo A.Navickas, atliepdamas į tai, kad parlamentą jau pasiekė biudžeto projektas."
7698,"Anot jo, profsąjungos nariai galutinį sprendimą dėl streiko priims apsitarę tarp savo bendruomenės narių mokyklose: „Iki lapkričio 15 dienos dabar grįžę pirmininkai šauks savo skyrius ir priims sprendimą.“"
7699,"O iki tol, artėjantį trečiadienį A.Navickas žada laukti patikinimo iš Švietimo ir Finansų ministerijų, kad dabartiniai derybų susitarimai yra įgyvendinami."
7700,"„Jeigu turėsim Vyriausybės pritarimą, jeigu mokytojai irgi pritartų, manau, atsirastų sutartis ir streiko nebūtų. Jeigu, ar mokytojai, ar Finansų ministerija, atmestų šiuos siūlymus, tada, manau, vienintelė išeitis – streikas“, – kalbėjo jis."
7701,"Derybas dėl naujos kolektyvinės šakos sutarties LŠDPS pradėjo gegužę. Profsąjunga reikalavo keisti etatinio apmokėjimo sandarą, didinti mokytojų pareiginės algos koeficientus, mažinti mokinių skaičių klasėse ir kita."
7702,"Reaguodama į diskusiją apie derybas, Švietimo ministerija su LŠDPS paskelbė radusi sutarimus dėl daugumos reikalavimų – esą kompromisai nerasti tik dėl keturių punktų. Tačiau A.Navickas nenorėjo su tuo sutikti."
7703,"„Manau, kad kompromisas nerastas dėl nė vieno [punktų]. Pavyzdžiui, ir dėl mokytojų atlyginimų mūsų noras buvo 20 proc. Ar sutiks mokytojai su 10 proc. siūlymu? [...] Mes svarstytumėm dėl sutikimo 10 proc. ir išdalinti į du metus po 10 proc., bet neaišku, ar apskritai ir šitam siūlymui Vyriausybė pritars. Juk mes neturim Finansų ministerijos patikimo. Ir biudžeto projekte tas neatsispindi“, – teigė A.Navickas."
7704,"LŠDPS nuo kitų metų rugsėjo mokytojų pareiginės algos koeficientus reikalavo didinti 20 proc., vėlesniais metais – dar po 10 proc."
7705,"Kompromisinis variantas, anot ŠMSM, būtų po 10 proc. didėjantys koeficientai ir 2020, ir 2021 metais."
7706,"A.Navickas pripažino, kad su ministerija pavyko pasiekti neblogų susitarimų, tačiau profsąjungą esą ne viskas tenkina."
7707,"„Labiausiai netenkina sutarimai dėl etatinio apmokėjimo ir dėl vaikų skaičiaus klasėse mažinimo. Bet mes galėtumėm tęsti derybas dėl šitų klausimų“, – teigė profsąjungos lyderis."
7708,"Profsąjunga siekia bendrojo ugdymo mokyklų 1–4 klasėse mokinių skaičių mažinti nuo 24 iki 22, 5–12 klasėse – nuo 30 iki 26 mokinių."
7709,"Ministerija teigia, kad kompromisinis variantas būtų toks: 22 vaikai pradinėse klasėse, kitose – 28. Pokyčiai galimi nuo 2022 metų rugsėjo."
7710,"ŠMSM duomenimis, „kompromisinių sutarimų“ įgyvendinimas per 6 metus valstybei atsietų 725 mln. eurų, pirminių profsąjungos siūlymų – 997,5 mln. eurų, iš jų šių metų biudžete papildomai reikėtų numatyti 167 mln. eurų."
7711,"Profsąjungos lyderio pavaduotojos Erikos Leiputės-Stundžienės manymu, įgyvendinus siūlomą pasirašyti kolektyvinę sutartį situacija mokyklose pasikeistų į gera. Ji paragino profsąjungos narius įsigilinti į sutarties projektą."
7712,"„Kai priiminėsit sprendimus susivienijimuose, įstaigose, labai gerai prieš tai paskaitykite visus pateiktus siūlymus, ir jeigu nepritariate, [...] argumentuotai pateikite atsakymus“, – teigė pavaduotoja."
7713,"Švietimo, mokslo ir sporto ministras Algirdas Monkevičius tikino, kad derybos dėl kolektyvinės sutarties su A.Navicko vadovaujama profsąjunga nėra baigtos. Jis reiškė viltį, kad tai bus padaryta kitą savaitę."
7714,"Ministras pasidžiaugė, kad derantis pavyko rasti kompromisų, tačiau, anot jo, kyla sunkumų su įgyvendinimu."
7715,"„Natūralu, kad norint įgyvendinti tuos reikalavimus, reikės nemažai išteklių. Čia turbūt yra sunkiausias uždavinys matant biudžetą. Džiaugiuosi, kad kitais metais jis tikrai bus didesnis. Džiaugiuosi, kad tikrai mokytojų atlyginimai nemažės. Bet norėtųsi, kad jie ir greičiau, ir didesne apimtimi didėtų“, – kalbėjo A.Monkevičius. Jo pasisakymą 15min perdavė ministro patarėjas ryšiams su visuomene."
7716,"Klausiamas apie streiką, ministras pažymėjo, kad profesinės sąjungos turi teisę streikuoti, o LŠDPS spaudimas – normali priemonė demokratinėje valstybėje."
7717,"„Čia tikrai mes negalime kažkokiu būdu reikalauti [nestreikuoti] arba pykti. Aš manau, mes galim tik derėtis, kalbėtis, ir kalbėti tiesą, kokią situaciją mes matome, ką mes galim padaryti“, – dėstė jis."
7718,"LŠDPS lapkričio 12–gruodžio 21 dienomis streikavo praėjusiais metais, tąkart pareigų neteko švietimo ministrė Jurgita Petrauskienė."
7719,Apie lapkričio antroje pusėje planuojamą streiką anksčiau skelbė Egidijaus Milešino vadovaujama Švietimo ir mokslo profesinė sąjunga.
7720,"Anot jos, Švietimo ministerija šįmet parengtoje šakos kolektyvinėje sutartyje įsipareigojo įvairių grandžių pedagogų algoms kitąmet papildomai skirti beveik 118 mln. eurų, tačiau 2020 metų valstybės biudžeto projekte papildomai numatyti tik 55,5 mln. eurų."
7721,"Premjero Sauliaus Skvernelio teigimu, sutarties turinys biudžete neatsispindi, nes Švietimo ministerija negavo Vyriausybės įgaliojimų ją pasirašyti."
7722,"Kitąmet švietimo biudžetas turėtų augti 3,2 proc."
7723,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
7724,"59,88 Eur/met."
7725,Jūs gausite:
7726,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
7727,"

Turite dovanų kodą?
"
7728,Nurodytos kainos galioja tik fiziniams asmenims.
7729,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
7730,< Grįžti atgal
7731,< Grįžti atgal
7732,< Grįžti atgal
7733,"Nesi registruotas skaitytojas?
            Registruokis
"
7734,< Grįžti atgal
7735,Esi registruotas skaitytojas? Prisijunk
7736,< Grįžti atgal
7737,=======================================================================
7738,238
7739,=======================================================================
7740,"Ginčas verda dėl šiemet liepą sutartų 2017 metais pasirašytos švietimo ir mokslo šakos kolektyvinės sutarties pakeitimų, numatančių įvairių grandžių pedagogų atlyginimų augimą. Jiems įgyvendinti kitąmet reikėtų papildomai skirti 117,6 mln. eurų."
7741,"Lietuvos švietimo ir mokslo darbuotojų profesinė sąjunga paskaičiavo, kad kitų metų valstybės biudžeto projekte Vyriausybė įgyvendina šių įsipareigojimų tik už 55,5 mln. eurų."
7742,"Apkaltinusi Vyriausybę nevykdant savo įsipareigojimų, ši Egidijaus Milešino vadovaujama profsąjunga ketina streikuoti lapkričio pabaigoje, jeigu per biudžeto svarstymus Seime neįvyks joks proveržis."
7743,"„Tai, kas yra pasiūlyta (Vyriausybės), yra pasityčiojimas“, – BNS sakė E.Milešinas."
7744,"Į profsąjungos pusę stojo ir Seimo Švietimo ir mokslo komiteto pirmininkas Eugenijus Jovaiša, registravęs siūlymą kitų metų biudžete švietimui papildomai skirti 70 mln. eurų."
7745,"Parlamentaras teigė, kad neatsitrauks nuo savo reikalavimo, tačiau reikalui esant sieks kompromiso, nes dabartinė pedagogų padėtis yra prasta."
7746,"„Kišame milijardus atskirties mažinimui, bet atsakykime sau į klausimą: kas yra vienintelis ir tikras atskirties mažinimo garantas? Tai tobulas švietimas kaime, miestelyje ar mieste“, – BNS sakė E.Jovaiša."
7747,"„Mokytojai ir dėstytojai turi galvoti, kaip geriausiai suteikti žinių, o ne kaip išgyventi ir pasirūpinti savo vaikais. Esu tuo įsitikinęs ir būtent šis įsitikinimas kuria prioritetus kalbant apie kitų metų biudžetą“, – pridūrė jis."
7748,"Šiemet finansavimas Švietimo, mokslo ir sporto ministerijai yra 1 mlrd. 237 mln. eurų, Vyriausybė siūlo jį kitąmet didinti beveik iki 1 mlrd. 280 mln. eurų."
7749,"Vyriausybės atstovai sako, kad suderėti sutarties pakeitimai negalioja, nes jiems turi pritarti Finansų ministerija ir visas Ministrų kabinetas."
7750,"Spalio 1 dieną Švietimo, mokslo ir sporto ministerija registravo Vyriausybės nutarimo projektą, kuriuo būtų įgaliota pasirašyti atnaujintą kolektyvinę sutartį su naujais įsipareigojimais. Vyriausybėje šis projektas dar nebuvo svarstytas."
7751,"„Atnaujintos sutarties projektas buvo pateiktas aprobuoti Vyriausybei, tačiau, kol nebus gautas Finansų ministerijos pritarimas, atnaujinta sutartis negali būti pasirašyta“, – BNS sakė švietimo ministro Algirdo Monkevičiaus atstovas spaudai Kęstutis Butvydas."
7752,"Pats ministras trečiadienį Seimo komitete tvirtino, kad sumanymų dėl pedagogų darbo užmokesčio kėlimo nepavyko įgyvendinti Vyriausybei nusprendus kitais metais daug pinigų skirti socialinėms reikmėms."
7753,"Premjeras Saulius Skvernelis po Vyriausybės posėdžio trečiadienį sakė, kad Švietimo ministerija neturėjo įgaliojimų dalyti naujų pažadų profsąjungoms."
